time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car	departures_pt	arrivals_pt	stuck_pt	en-route_pt	departures_walk	arrivals_walk	stuck_walk	en-route_walk
05:00:00	18000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:05:00	18300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:10:00	18600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:15:00	18900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:20:00	19200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:25:00	19500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:30:00	19800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:35:00	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:40:00	20400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:45:00	20700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:50:00	21000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:55:00	21300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:00:00	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:05:00	21900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:10:00	22200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:15:00	22500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:20:00	22800	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
06:25:00	23100	2	1	0	2	2	1	0	2	0	0	0	0	0	0	0	0
06:30:00	23400	3	1	0	4	3	1	0	4	0	0	0	0	0	0	0	0
06:35:00	23700	22	6	0	20	21	6	0	19	0	0	0	0	1	0	0	1
06:40:00	24000	55	20	0	55	44	20	0	43	0	0	0	0	11	0	0	12
06:45:00	24300	163	48	0	170	136	46	0	133	2	0	0	2	25	2	0	35
06:50:00	24600	322	143	0	349	260	131	0	262	8	3	0	7	54	9	0	80
06:55:00	24900	795	309	0	835	649	276	0	635	21	8	0	20	125	25	0	180
07:00:00	25200	1457	684	0	1608	1190	624	0	1201	29	24	0	25	238	36	0	382
07:05:00	25500	2653	1301	0	2960	2138	1173	0	2166	83	34	0	74	432	94	0	720
07:10:00	25800	4082	2063	0	4979	3293	1824	0	3635	141	76	0	139	648	163	0	1205
07:15:00	26100	5726	2531	0	8174	4498	2152	0	5981	236	100	0	275	992	279	0	1918
07:20:00	26400	7131	2572	0	12733	5631	1977	0	9635	367	168	0	474	1133	427	0	2624
07:25:00	26700	8020	2496	0	18257	6251	1724	0	14162	486	173	0	787	1283	599	0	3308
07:30:00	27000	8143	2411	0	23989	6158	1458	0	18862	615	189	0	1213	1370	764	0	3914
07:35:00	27300	7707	2374	0	29322	5670	1156	0	23376	757	241	0	1729	1280	977	0	4217
07:40:00	27600	6421	2235	0	33508	4502	913	0	26965	853	218	0	2364	1066	1104	0	4179
07:45:00	27900	5120	1817	0	36811	3424	476	0	29913	865	163	0	3066	831	1178	0	3832
07:50:00	28200	3514	1629	0	38696	2164	388	0	31689	808	107	0	3767	542	1134	0	3240
07:55:00	28500	2362	1477	0	39581	1351	497	0	32543	662	80	0	4349	349	900	0	2689
08:00:00	28800	1697	1459	0	39819	783	495	0	32831	532	202	0	4679	382	762	0	2309
08:05:00	29100	1139	1066	0	39892	425	236	0	33020	554	38	0	5195	160	792	0	1677
08:10:00	29400	686	697	0	39881	213	114	0	33119	339	39	0	5495	134	544	0	1267
08:15:00	29700	507	574	0	39814	149	122	0	33146	248	32	0	5711	110	420	0	957
08:20:00	30000	427	464	0	39777	136	101	0	33181	201	24	0	5888	90	339	0	708
08:25:00	30300	338	335	0	39780	125	86	0	33220	126	17	0	5997	87	232	0	563
08:30:00	30600	316	274	0	39822	120	56	0	33284	112	11	0	6098	84	207	0	440
08:35:00	30900	296	178	0	39940	127	31	0	33380	84	8	0	6174	85	139	0	386
08:40:00	31200	272	125	0	40087	132	2	0	33510	64	8	0	6230	76	115	0	347
08:45:00	31500	265	115	0	40237	122	5	0	33627	63	2	0	6291	80	108	0	319
08:50:00	31800	229	98	0	40368	116	3	0	33740	61	3	0	6349	52	92	0	279
08:55:00	32100	264	100	0	40532	121	2	0	33859	79	0	0	6428	64	98	0	245
09:00:00	32400	273	75	0	40730	134	6	0	33987	58	1	0	6485	81	68	0	258
09:05:00	32700	283	104	0	40909	130	23	0	34094	52	1	0	6536	101	80	0	279
09:10:00	33000	259	75	0	41093	122	1	0	34215	61	2	0	6595	76	72	0	283
09:15:00	33300	256	84	0	41265	117	3	0	34329	67	1	0	6661	72	80	0	275
09:20:00	33600	263	77	0	41451	128	2	0	34455	61	0	0	6722	74	75	0	274
09:25:00	33900	278	84	0	41645	147	12	0	34590	63	1	0	6784	68	71	0	271
09:30:00	34200	257	75	0	41827	130	18	0	34702	43	3	0	6824	84	54	0	301
09:35:00	34500	258	96	0	41989	103	4	0	34801	69	5	0	6888	86	87	0	300
09:40:00	34800	239	82	0	42146	111	3	0	34909	65	1	0	6952	63	78	0	285
09:45:00	35100	260	77	0	42329	129	0	0	35038	58	0	0	7010	73	77	0	281
09:50:00	35400	259	87	0	42501	127	6	0	35159	59	1	0	7068	73	80	0	274
09:55:00	35700	269	88	0	42682	128	1	0	35286	67	1	0	7134	74	86	0	262
10:00:00	36000	274	80	0	42876	124	7	0	35403	59	1	0	7192	91	72	0	281
10:05:00	36300	317	172	0	43021	139	37	0	35505	47	62	0	7177	131	73	0	339
10:10:00	36600	296	91	0	43226	127	1	0	35631	65	0	0	7242	104	90	0	353
10:15:00	36900	273	93	0	43406	135	2	0	35764	69	0	0	7311	69	91	0	331
10:20:00	37200	279	102	0	43583	114	4	0	35874	67	1	0	7377	98	97	0	332
10:25:00	37500	267	109	0	43741	129	4	0	35999	80	0	0	7457	58	105	0	285
10:30:00	37800	263	106	0	43898	122	19	0	36102	63	2	0	7518	78	85	0	278
10:35:00	38100	251	83	0	44066	123	3	0	36222	61	0	0	7579	67	80	0	265
10:40:00	38400	258	75	0	44249	122	5	0	36339	63	0	0	7642	73	70	0	268
10:45:00	38700	265	75	0	44439	137	6	0	36470	56	0	0	7698	72	69	0	271
10:50:00	39000	264	77	0	44626	136	1	0	36605	58	1	0	7755	70	75	0	266
10:55:00	39300	251	88	0	44789	124	3	0	36726	69	0	0	7824	58	85	0	239
11:00:00	39600	240	65	0	44964	129	14	0	36841	39	0	0	7863	72	51	0	260
11:05:00	39900	290	110	0	45144	118	2	0	36957	74	13	0	7924	98	95	0	263
11:10:00	40200	274	82	0	45336	136	6	0	37087	57	5	0	7976	81	71	0	273
11:15:00	40500	254	64	0	45526	124	1	0	37210	52	0	0	8028	78	63	0	288
11:20:00	40800	268	73	0	45721	142	3	0	37349	56	0	0	8084	70	70	0	288
11:25:00	41100	258	82	0	45897	124	5	0	37468	59	1	0	8142	75	76	0	287
11:30:00	41400	249	110	0	46036	115	16	0	37567	67	3	0	8206	67	91	0	263
11:35:00	41700	275	73	0	46238	140	2	0	37705	51	0	0	8257	84	71	0	276
11:40:00	42000	270	73	0	46435	132	1	0	37836	62	0	0	8319	76	72	0	280
11:45:00	42300	226	76	0	46585	103	7	0	37932	58	1	0	8376	65	68	0	277
11:50:00	42600	269	82	0	46772	115	1	0	38046	64	0	0	8440	90	81	0	286
11:55:00	42900	260	82	0	46950	122	2	0	38166	70	0	0	8510	68	80	0	274
12:00:00	43200	257	72	0	47135	111	2	0	38275	58	2	0	8566	88	68	0	294
12:05:00	43500	281	87	0	47329	145	6	0	38414	67	0	0	8633	69	81	0	282
12:10:00	43800	251	76	0	47504	114	1	0	38527	63	1	0	8695	74	74	0	282
12:15:00	44100	266	75	0	47695	140	4	0	38663	57	0	0	8752	69	71	0	280
12:20:00	44400	228	72	0	47851	106	1	0	38768	52	1	0	8803	70	70	0	280
12:25:00	44700	261	98	0	48014	124	11	0	38881	69	0	0	8872	68	87	0	261
12:30:00	45000	271	174	0	48111	130	100	0	38911	53	8	0	8917	88	66	0	283
12:35:00	45300	271	84	0	48298	134	1	0	39044	65	1	0	8981	72	82	0	273
12:40:00	45600	230	81	0	48447	114	4	0	39154	54	1	0	9034	62	76	0	259
12:45:00	45900	224	59	0	48612	119	1	0	39272	47	0	0	9081	58	58	0	259
12:50:00	46200	257	70	0	48799	128	1	0	39399	54	0	0	9135	75	69	0	265
12:55:00	46500	250	75	0	48974	117	2	0	39514	59	0	0	9194	74	73	0	266
13:00:00	46800	285	83	0	49176	142	11	0	39645	61	0	0	9255	82	72	0	276
13:05:00	47100	246	77	0	49345	109	2	0	39752	62	0	0	9317	75	75	0	276
13:10:00	47400	251	69	0	49527	125	1	0	39876	52	1	0	9368	74	67	0	283
13:15:00	47700	246	69	0	49704	131	2	0	40005	55	0	0	9423	60	67	0	276
13:20:00	48000	263	70	0	49897	125	1	0	40129	54	1	0	9476	84	68	0	292
13:25:00	48300	245	62	0	50080	125	0	0	40254	44	1	0	9519	76	61	0	307
13:30:00	48600	250	99	0	50231	118	14	0	40358	60	1	0	9578	72	84	0	295
13:35:00	48900	243	79	0	50395	119	1	0	40476	56	1	0	9633	68	77	0	286
13:40:00	49200	257	76	0	50576	135	3	0	40608	55	0	0	9688	67	73	0	280
13:45:00	49500	270	74	0	50772	136	0	0	40744	62	0	0	9750	72	74	0	278
13:50:00	49800	258	85	0	50945	122	3	0	40863	64	0	0	9814	72	82	0	268
13:55:00	50100	266	73	0	51138	140	1	0	41002	51	2	0	9863	75	70	0	273
14:00:00	50400	264	70	0	51332	116	3	0	41115	55	0	0	9918	93	67	0	299
14:05:00	50700	288	87	0	51533	138	1	0	41252	65	1	0	9982	85	85	0	299
14:10:00	51000	218	76	0	51675	98	0	0	41350	63	0	0	10045	57	76	0	280
14:15:00	51300	248	80	0	51843	114	0	0	41464	68	1	0	10112	66	79	0	267
14:20:00	51600	268	80	0	52031	122	3	0	41583	69	1	0	10180	77	76	0	268
14:25:00	51900	277	85	0	52223	132	6	0	41709	54	8	0	10226	91	71	0	288
14:30:00	52200	263	80	0	52406	127	9	0	41827	58	0	0	10284	78	71	0	295
14:35:00	52500	235	63	0	52578	114	3	0	41938	41	1	0	10324	80	59	0	316
14:40:00	52800	279	85	0	52772	137	2	0	42073	66	0	0	10390	76	83	0	309
14:45:00	53100	258	93	0	52937	121	3	0	42191	61	0	0	10451	76	90	0	295
14:50:00	53400	255	80	0	53112	109	1	0	42299	58	1	0	10508	88	78	0	305
14:55:00	53700	268	84	0	53296	135	3	0	42431	63	0	0	10571	70	81	0	294
15:00:00	54000	258	96	0	53458	126	3	0	42554	71	1	0	10641	61	92	0	263
15:05:00	54300	239	75	0	53622	111	1	0	42664	58	1	0	10698	70	73	0	260
15:10:00	54600	237	59	0	53800	118	0	0	42782	46	1	0	10743	73	58	0	275
15:15:00	54900	275	84	0	53991	122	4	0	42900	65	2	0	10806	88	78	0	285
15:20:00	55200	236	82	0	54145	108	2	0	43006	59	1	0	10864	69	79	0	275
15:25:00	55500	260	80	0	54325	129	0	0	43135	64	3	0	10925	67	77	0	265
15:30:00	55800	222	70	0	54477	106	17	0	43224	43	2	0	10966	73	51	0	287
15:35:00	56100	282	100	0	54659	124	2	0	43346	84	0	0	11050	74	98	0	263
15:40:00	56400	253	78	0	54834	127	7	0	43466	52	1	0	11101	74	70	0	267
15:45:00	56700	270	64	0	55040	150	0	0	43616	50	0	0	11151	70	64	0	273
15:50:00	57000	261	65	0	55236	127	0	0	43743	53	0	0	11204	81	65	0	289
15:55:00	57300	275	88	0	55423	127	0	0	43870	73	1	0	11276	75	87	0	277
16:00:00	57600	291	87	0	55627	134	1	0	44003	68	1	0	11343	89	85	0	281
16:05:00	57900	272	72	0	55827	119	0	0	44122	59	1	0	11401	94	71	0	304
16:10:00	58200	266	94	0	55999	114	3	0	44233	77	0	0	11478	75	91	0	288
16:15:00	58500	290	89	0	56200	140	1	0	44372	68	1	0	11545	82	87	0	283
16:20:00	58800	240	82	0	56358	120	5	0	44487	59	1	0	11603	61	76	0	268
16:25:00	59100	282	86	0	56554	135	5	0	44617	64	4	0	11663	83	77	0	274
16:30:00	59400	244	106	0	56692	131	36	0	44712	54	2	0	11715	59	68	0	265
16:35:00	59700	294	81	0	56905	140	4	0	44848	62	1	0	11776	92	76	0	281
16:40:00	60000	264	77	0	57092	125	1	0	44972	61	0	0	11837	78	76	0	283
16:45:00	60300	323	85	0	57330	166	3	0	45135	73	0	0	11910	84	82	0	285
16:50:00	60600	377	72	0	57635	216	2	0	45349	57	1	0	11966	104	69	0	320
16:55:00	60900	535	85	0	58085	325	2	0	45672	70	1	0	12035	140	82	0	378
17:00:00	61200	788	99	0	58774	549	1	0	46220	78	2	0	12111	161	96	0	443
17:05:00	61500	1146	128	0	59792	838	3	0	47055	106	0	0	12217	202	125	0	520
17:10:00	61800	1617	141	0	61268	1234	4	0	48285	113	1	0	12329	270	136	0	654
17:15:00	62100	2193	170	0	63291	1681	5	0	49961	144	1	0	12472	368	164	0	858
17:20:00	62400	2627	188	0	65730	2035	10	0	51986	130	0	0	12602	462	178	0	1142
17:25:00	62700	2982	298	0	68414	2269	12	0	54243	228	1	0	12829	485	285	0	1342
17:30:00	63000	3057	324	0	71147	2293	8	0	56528	249	1	0	13077	515	315	0	1542
17:35:00	63300	2732	360	0	73519	2007	6	0	58529	274	0	0	13351	451	354	0	1639
17:40:00	63600	2218	406	0	75331	1575	16	0	60088	284	0	0	13635	359	390	0	1608
17:45:00	63900	1814	389	0	76756	1271	2	0	61357	257	0	0	13892	286	387	0	1507
17:50:00	64200	1270	348	0	77678	848	3	0	62202	219	1	0	14110	203	344	0	1366
17:55:00	64500	893	344	0	78227	567	4	0	62765	195	0	0	14305	131	340	0	1157
18:00:00	64800	618	312	0	78533	327	1	0	63091	180	1	0	14484	111	310	0	958
18:05:00	65100	454	281	0	78706	241	9	0	63323	132	0	0	14616	81	272	0	767
18:10:00	65400	335	217	0	78824	158	1	0	63480	103	1	0	14718	74	215	0	626
18:15:00	65700	328	199	0	78953	147	2	0	63625	96	0	0	14814	85	197	0	514
18:20:00	66000	267	158	0	79062	111	0	0	63736	78	0	0	14892	78	158	0	434
18:25:00	66300	278	142	0	79198	125	0	0	63861	67	0	0	14959	86	142	0	378
18:30:00	66600	268	118	0	79348	126	2	0	63985	60	0	0	15019	82	116	0	344
18:35:00	66900	260	102	0	79506	116	2	0	64099	63	0	0	15082	81	100	0	325
18:40:00	67200	248	82	0	79672	119	1	0	64217	47	1	0	15128	82	80	0	327
18:45:00	67500	253	89	0	79836	120	1	0	64336	74	0	0	15202	59	88	0	298
18:50:00	67800	264	93	0	80007	115	1	0	64450	73	1	0	15274	76	91	0	283
18:55:00	68100	263	88	0	80182	121	0	0	64571	72	0	0	15346	70	88	0	265
19:00:00	68400	243	66	0	80359	107	0	0	64678	55	0	0	15401	81	66	0	280
19:05:00	68700	239	66	0	80532	122	2	0	64798	47	1	0	15447	70	63	0	287
19:10:00	69000	282	74	0	80740	139	0	0	64937	58	0	0	15505	85	74	0	298
19:15:00	69300	252	82	0	80910	116	0	0	65053	63	0	0	15568	73	82	0	289
19:20:00	69600	281	98	0	81093	127	0	0	65180	78	0	0	15646	76	98	0	267
19:25:00	69900	246	80	0	81259	113	1	0	65292	59	0	0	15705	74	79	0	262
19:30:00	70200	257	83	0	81433	129	3	0	65418	62	0	0	15767	66	80	0	248
19:35:00	70500	270	62	0	81641	145	2	0	65561	55	0	0	15822	70	60	0	258
19:40:00	70800	248	74	0	81815	108	0	0	65669	44	17	0	15849	96	57	0	297
19:45:00	71100	74	77	0	81812	1	0	0	65670	60	0	0	15909	13	77	0	233
19:50:00	71400	73	78	0	81807	0	0	0	65670	54	1	0	15962	19	77	0	175
19:55:00	71700	41	47	0	81801	0	0	0	65670	32	1	0	15993	9	46	0	138
20:00:00	72000	36	47	0	81790	1	1	0	65670	31	0	0	16024	4	46	0	96
20:05:00	72300	31	32	0	81789	1	0	0	65671	21	0	0	16045	9	32	0	73
20:10:00	72600	15	17	0	81787	0	0	0	65671	8	1	0	16052	7	16	0	64
20:15:00	72900	14	14	0	81787	0	0	0	65671	7	0	0	16059	7	14	0	57
20:20:00	73200	8	8	0	81787	0	0	0	65671	2	0	0	16061	6	8	0	55
20:25:00	73500	9	15	0	81781	0	0	0	65671	4	0	0	16065	5	15	0	45
20:30:00	73800	22	25	0	81778	4	4	0	65671	2	9	0	16058	16	12	0	49
20:35:00	74100	17	16	0	81779	4	4	0	65671	0	3	0	16055	13	9	0	53
20:40:00	74400	32	28	0	81783	2	0	0	65673	1	18	0	16038	29	10	0	72
20:45:00	74700	17	15	0	81785	0	0	0	65673	0	0	0	16038	17	15	0	74
20:50:00	75000	10	7	0	81788	0	0	0	65673	2	0	0	16040	8	7	0	75
20:55:00	75300	13	16	0	81785	0	0	0	65673	5	0	0	16045	8	16	0	67
21:00:00	75600	5	11	0	81779	0	0	0	65673	4	0	0	16049	1	11	0	57
21:05:00	75900	4	11	0	81772	0	1	0	65672	2	0	0	16051	2	10	0	49
21:10:00	76200	16	24	0	81764	0	0	0	65672	4	0	0	16055	12	24	0	37
21:15:00	76500	2	8	0	81758	0	0	0	65672	1	0	0	16056	1	8	0	30
21:20:00	76800	1	4	0	81755	0	0	0	65672	1	0	0	16057	0	4	0	26
21:25:00	77100	2	14	0	81743	0	9	0	65663	2	0	0	16059	0	5	0	21
21:30:00	77400	14	20	0	81737	7	9	0	65661	1	6	0	16054	6	5	0	22
21:35:00	77700	14	14	0	81737	2	2	0	65661	10	0	0	16064	2	12	0	12
21:40:00	78000	4	4	0	81737	0	0	0	65661	4	0	0	16068	0	4	0	8
21:45:00	78300	4	5	0	81736	0	0	0	65661	1	0	0	16069	3	5	0	6
21:50:00	78600	0	1	0	81735	0	0	0	65661	0	0	0	16069	0	1	0	5
21:55:00	78900	0	1	0	81734	0	0	0	65661	0	0	0	16069	0	1	0	4
22:00:00	79200	5	5	0	81734	1	1	0	65661	3	0	0	16072	1	4	0	1
22:05:00	79500	0	3	0	81731	0	3	0	65658	0	0	0	16072	0	0	0	1
22:10:00	79800	0	0	0	81731	0	0	0	65658	0	0	0	16072	0	0	0	1
22:15:00	80100	0	0	0	81731	0	0	0	65658	0	0	0	16072	0	0	0	1
22:20:00	80400	0	0	0	81731	0	0	0	65658	0	0	0	16072	0	0	0	1
22:25:00	80700	0	5	0	81726	0	5	0	65653	0	0	0	16072	0	0	0	1
22:30:00	81000	10	15	0	81721	3	8	0	65648	0	7	0	16065	7	0	0	8
22:35:00	81300	4	5	0	81720	0	1	0	65647	0	0	0	16065	4	4	0	8
22:40:00	81600	6	6	0	81720	0	0	0	65647	6	0	0	16071	0	6	0	2
22:45:00	81900	3	5	0	81718	2	4	0	65645	0	1	0	16070	1	0	0	3
22:50:00	82200	3	3	0	81718	1	1	0	65645	0	0	0	16070	2	2	0	3
22:55:00	82500	0	1	0	81717	0	0	0	65645	0	0	0	16070	0	1	0	2
23:00:00	82800	2	2	0	81717	0	0	0	65645	2	0	0	16072	0	2	0	0
23:05:00	83100	0	0	0	81717	0	0	0	65645	0	0	0	16072	0	0	0	0
23:10:00	83400	0	0	0	81717	0	0	0	65645	0	0	0	16072	0	0	0	0
23:15:00	83700	0	0	0	81717	0	0	0	65645	0	0	0	16072	0	0	0	0
23:20:00	84000	0	0	0	81717	0	0	0	65645	0	0	0	16072	0	0	0	0
23:25:00	84300	12	12	0	81717	0	0	0	65645	0	12	0	16060	12	0	0	12
23:30:00	84600	53	53	0	81717	1	1	0	65645	1	48	0	16013	51	4	0	59
23:35:00	84900	34	34	0	81717	6	6	0	65645	6	6	0	16013	22	22	0	59
23:40:00	85200	49	49	0	81717	0	0	0	65645	20	9	0	16024	29	40	0	48
23:45:00	85500	31	31	0	81717	1	1	0	65645	14	3	0	16035	16	27	0	37
23:50:00	85800	14	15	0	81716	0	0	0	65645	8	0	0	16043	6	15	0	28
23:55:00	86100	10	10	0	81716	0	0	0	65645	9	0	0	16052	1	10	0	19
24:00:00	86400	6	6	0	81716	0	0	0	65645	5	0	0	16057	1	6	0	14
24:05:00	86700	3	4	0	81715	0	0	0	65645	1	0	0	16058	2	4	0	12
24:10:00	87000	5	5	0	81715	0	0	0	65645	3	0	0	16061	2	5	0	9
24:15:00	87300	0	0	0	81715	0	0	0	65645	0	0	0	16061	0	0	0	9
24:20:00	87600	7	7	0	81715	2	2	0	65645	5	0	0	16066	0	5	0	4
24:25:00	87900	0	0	0	81715	0	0	0	65645	0	0	0	16066	0	0	0	4
24:30:00	88200	10	12	0	81713	0	2	0	65643	1	9	0	16058	9	1	0	12
24:35:00	88500	4	4	0	81713	0	0	0	65643	3	0	0	16061	1	4	0	9
24:40:00	88800	6	6	0	81713	0	0	0	65643	2	0	0	16063	4	6	0	7
24:45:00	89100	8	9	0	81712	2	3	0	65642	4	0	0	16067	2	6	0	3
24:50:00	89400	3	3	0	81712	2	2	0	65642	0	0	0	16067	1	1	0	3
24:55:00	89700	1	1	0	81712	0	0	0	65642	1	0	0	16068	0	1	0	2
25:00:00	90000	2	2	0	81712	1	1	0	65642	1	0	0	16069	0	1	0	1
25:05:00	90300	0	1	0	81711	0	1	0	65641	0	0	0	16069	0	0	0	1
25:10:00	90600	1	1	0	81711	0	0	0	65641	1	0	0	16070	0	1	0	0
25:15:00	90900	0	0	0	81711	0	0	0	65641	0	0	0	16070	0	0	0	0
25:20:00	91200	0	0	0	81711	0	0	0	65641	0	0	0	16070	0	0	0	0
25:25:00	91500	0	0	0	81711	0	0	0	65641	0	0	0	16070	0	0	0	0
25:30:00	91800	5	6	0	81710	1	2	0	65640	0	4	0	16066	4	0	0	4
25:35:00	92100	5	5	0	81710	3	3	0	65640	0	0	0	16066	2	2	0	4
25:40:00	92400	2	2	0	81710	0	0	0	65640	2	0	0	16068	0	2	0	2
25:45:00	92700	1	1	0	81710	0	0	0	65640	0	0	0	16068	1	1	0	2
25:50:00	93000	1	1	0	81710	1	1	0	65640	0	0	0	16068	0	0	0	2
25:55:00	93300	2	2	0	81710	0	0	0	65640	1	0	0	16069	1	2	0	1
26:00:00	93600	0	0	0	81710	0	0	0	65640	0	0	0	16069	0	0	0	1
26:05:00	93900	0	0	0	81710	0	0	0	65640	0	0	0	16069	0	0	0	1
26:10:00	94200	0	0	0	81710	0	0	0	65640	0	0	0	16069	0	0	0	1
26:15:00	94500	1	1	0	81710	0	0	0	65640	1	0	0	16070	0	1	0	0
26:20:00	94800	2	2	0	81710	2	2	0	65640	0	0	0	16070	0	0	0	0
